stop_name,avg_delay,p75_delay,factor,trip_count,route_count,lat,lon
Sarjapura,5.908,7.76,1.202,617,67,12.861,77.786
Sarjapura Circle,6.033,7.94,1.23,687,84,12.861,77.783
Sarjapura Ring Road Junction,7.127,9.222,1.457,1564,74,12.921,77.666
Sarjapura Road Ibbaluru Junction,5.117,6.87,1.041,135,9,12.92,77.665
Sarjapura Wipro Campus,5.857,7.812,1.173,533,55,12.899,77.714
Sathanur,5.689,7.512,1.134,399,50,13.132,77.647
Sathanur Colony,5.493,7.333,1.134,399,50,13.128,77.647
Sathya Sai Baba Mandir,5.485,7.312,1.098,280,41,13.001,77.758
Sathya Sai Hospital,6.084,7.95,1.237,807,40,12.983,77.728
Savandarbar Ashrama,5.249,6.79,1.046,141,15,12.91,77.492
Savukanahalli Gate,5.074,6.62,1.023,64,10,13.258,77.696
Seegehalli Gate,5.349,7.22,1.118,290,72,12.984,77.444
Seegehalli Gate  Kadugodi,5.461,7.41,1.094,274,38,13.013,77.761
Seetha Circle,5.722,7.82,1.167,551,36,12.937,77.549
Seventh Day School (Coles Park),5.665,7.623,1.152,516,27,12.996,77.611
Shaneshwaraswamy Temple Sheshagirihalli,5.267,6.92,1.049,139,21,12.843,77.421
Shanimahathma Temple,5.983,7.685,1.2,547,96,12.716,77.695
Shankanipura Gate,5.239,7.113,1.062,194,18,13.107,77.776
Shankar Mutt,6.377,8.662,1.274,974,28,12.999,77.541
Shankara Nagara,5.216,6.912,1.045,137,16,13.016,77.544
Shankarnagh Bus Stand,5.302,7.12,1.08,287,6,12.995,77.527
Shanthi Talkies,5.041,6.722,1.053,181,9,12.937,77.579
Shanthinagara,4.947,6.482,1.017,52,6,13.026,77.473
Shanthinagara Bus Station,7.807,10.3,1.55,1726,163,12.954,77.593
Shanubhoganahalli,5.357,7.17,1.029,76,16,12.961,77.325
Shanubhoganahalli Gate (Dibbur Cross),5.08,6.772,1.031,54,29,13.173,77.53
Sharada Colony,5.142,6.645,1.023,69,9,12.992,77.534
Sharadanagara,5.005,6.425,1.028,87,9,12.892,77.56
Sharavathi Hotel,7.093,9.37,1.428,1451,75,13.098,77.584
Shastri Bakery,5.177,6.68,1.044,136,13,12.923,77.574
Shell Petrol Bunk,5.444,7.265,1.086,249,36,13.018,77.762
Sheshadripuram College,7.734,10.032,1.548,1747,149,13.1,77.588
Sheshagirihalli,5.398,7.23,1.068,181,36,12.844,77.421
Shettigere,5.036,6.502,1.026,72,12,13.179,77.667
Shettyhalli Cross,5.791,7.745,1.172,576,33,13.05,77.525
Shine Bakery,4.965,6.61,1.03,94,8,12.951,77.624
Shirke KHB Quarters,5.435,7.502,1.097,277,41,12.931,77.488
Shivagiri Choultry Vijyapura,5.248,6.892,1.035,108,11,13.295,77.791
Shivaji Hotel,5.168,6.783,1.076,243,21,12.943,77.476
Shivajinagara Bus Station,9.477,12.442,1.942,2792,354,12.983,77.603
Shivakote,5.245,6.93,1.04,99,25,13.134,77.515
Shivakote Cross,4.986,6.572,1.032,84,17,13.136,77.513
Shivananda Store,7.353,9.69,1.497,1441,203,12.987,77.579
Shobha Apartment,5.112,6.74,1.024,74,8,12.74,77.735
Shobha Tulip JP Nagara,5.265,7.04,1.068,221,17,12.898,77.586
Shoolay Circle Brigade Road,5.702,7.59,1.112,365,26,12.967,77.607
Shopping Complex HMT,5.179,6.86,1.038,122,10,13.05,77.537
Shri Vidhyanagara,4.95,6.542,1.029,97,6,12.934,77.54
Shrinivagilu Ejipura,5.656,7.542,1.109,354,27,12.939,77.633
Shrunga School Devangondi,5.254,6.932,1.026,55,21,12.974,77.833
Shrusti School Yalahanka,5.475,7.44,1.071,251,7,13.107,77.576
Siddaganga College,5.128,7.002,1.037,106,15,13.082,77.393
Siddaiah Puranik Road Junction,5.375,7.1,1.094,325,14,12.982,77.537
Siddanayakanahalli,5.163,6.732,1.022,73,5,13.298,77.55
Siddapura,6.156,8.422,1.225,663,86,12.956,77.731
Siddapura Ashoka Pillar,5.46,7.41,1.093,307,21,12.946,77.589
Siddartha International School,4.988,6.613,1.02,60,7,13.029,77.488
Siddartha School Cross,5.53,7.15,1.116,409,13,13.026,77.489
Siemens,5.474,7.23,1.134,411,44,12.846,77.662
Silk Farm,5.18,6.783,1.038,99,21,12.817,77.785
Silk Institute Metro Station,5.51,7.495,1.102,260,59,12.862,77.53
Silk Institute metro station,5.214,6.81,1.045,123,22,12.862,77.53
Singaianapalya Phoenix,5.898,7.792,1.172,421,106,12.996,77.695
Singanayakanahalli Gate,5.777,7.71,1.128,315,79,13.148,77.57
Singapura,5.119,6.78,1.042,139,9,13.08,77.538
Singarapura,5.317,7.302,1.045,127,20,13.1,77.744
Singasandra,7.131,9.525,1.415,1245,149,12.879,77.647
Singasandra FLY,5.25,6.83,1.056,185,13,12.877,77.647
Singena Agrahara Cross Fruits Market,5.09,6.7,1.042,84,34,12.842,77.687
Sir M Vishweshwaraiah Railway Station,5.998,7.89,1.188,682,13,12.998,77.641
Sirsi Circle,7.59,10.122,1.588,1678,251,12.96,77.557
Soladevanahalli Police Station,5.394,7.193,1.092,239,51,13.093,77.489
Solur Gate,5.095,6.71,1.02,60,8,13.27,77.656
Somanahalli Gate,5.189,6.79,1.088,238,44,12.781,77.497
Sompura Gate,6.08,8.122,1.189,580,62,12.862,77.772
Sonal Garments Laggere Cross,5.064,6.65,1.038,112,14,13.022,77.526
Sondekoppa,5.127,6.67,1.038,110,16,13.021,77.384
Sondekoppa Circle Nelamangala,5.06,6.7,1.039,109,18,13.092,77.395
Sonnallipura,4.982,6.69,1.016,50,5,13.135,77.79
Sonnappanahalli,5.204,6.94,1.063,167,33,13.108,77.666
Sonnenahalli,5.613,7.535,1.117,350,43,12.942,77.479
Sonnenahalli Bridge,5.332,7.03,1.079,252,22,12.942,77.483
Sony World 100ft Road  Koramangala,5.592,7.222,1.137,442,34,12.938,77.628
Sony World 80ft Road Koramangala,5.626,7.402,1.087,271,27,12.938,77.626
Sophiya School,5.739,7.432,1.152,468,49,12.986,77.589
Sophiya School (KIA),5.378,7.25,1.05,174,7,12.986,77.59
Sorahunse Gate,5.181,6.73,1.026,63,17,12.943,77.751
South End Circle,6.075,7.865,1.237,730,77,12.936,77.58
Sowdamini Kalyana Mantapa,5.508,7.34,1.129,395,43,12.884,77.567
Sowthegowdanahalli,5.245,7.052,1.024,85,2,13.231,77.73
Spriling School,5.194,6.962,1.029,80,13,13.138,77.744
Sri Banashankari Layout,5.144,6.613,1.031,54,29,13.172,77.558
Sri Ramanahalli,5.352,6.99,1.09,257,39,13.195,77.563
Sridhara Gudda,5.039,6.61,1.022,59,12,12.899,77.488
Srigandhada Kaval,4.841,6.62,1.018,57,6,12.979,77.502
Srikanteshwara Park,5.046,6.7,1.026,82,7,12.926,77.554
Srinagara Bus Station,5.167,7.06,1.046,149,11,12.944,77.555
Srinavasa Temple,5.493,7.21,1.111,349,32,13.008,77.545
Srinivasa Kalyana Mantapa,5.008,6.89,1.067,226,12,12.926,77.544
Srinivasa Nagara,5.778,7.642,1.16,525,36,12.938,77.557
Srinivasa Nagara PattegarPalya,5.129,6.655,1.024,78,5,12.976,77.523
Srinivasa Temple,5.268,7.02,1.052,163,15,13.008,77.545
Srinivasapura Cross,5.853,7.693,1.18,525,71,13.075,77.365
Srinivasapura Kogilu,5.69,7.495,1.137,420,45,13.103,77.623
Sriram Properties,5.052,6.56,1.038,99,21,12.811,77.785
Srirama Layout Avalahalli Road,5.11,6.665,1.03,84,13,13.04,77.729
Srirama Reddy Layout,5.007,6.82,1.022,67,7,12.972,77.682
Sriramapura Bommasandra Road,5.253,6.85,1.044,140,13,12.802,77.662
Sriramapura Circle,5.09,6.79,1.023,52,16,13.067,77.61
Sriramapura Cross,4.966,6.7,1.022,50,15,13.068,77.613
Srirangam Silk House HSR Layout,5.385,6.912,1.081,296,5,12.912,77.635
St Francis School,5.464,7.295,1.088,257,34,12.889,77.626
St Johns Hospital,7.416,9.85,1.487,1398,204,12.929,77.616
St Joseph Boys High School Musuem Road,5.116,7.185,1.04,127,12,12.972,77.604
St Joseph College,6.372,8.55,1.274,761,127,12.97,77.604
St Josephs Indian School/ Malya Hospital,6.561,8.77,1.337,929,159,12.971,77.594
St Marthas Hospital,7.827,10.352,1.608,1790,235,12.969,77.587
St Marys School,5.307,6.943,1.072,199,33,12.846,77.61
St Patrick Church,5.553,7.51,1.107,353,24,12.97,77.605
St francis College,5.563,7.24,1.104,291,48,12.924,77.631
State Bank India Garage,4.996,6.64,1.042,137,9,12.974,77.602
State Bank of India,6.094,8.06,1.234,744,65,13.05,77.553
Steel Factory Banasawadi,5.541,7.595,1.124,426,20,13.013,77.649
Subbaiah Circle,6.096,7.92,1.238,740,73,12.963,77.591
Subbarayappanapalya Cross,5.308,7.01,1.068,151,49,12.889,77.438
Subbayyanapalya/Ayyappa Temple,5.843,7.652,1.168,534,46,13.008,77.641
Subramanya Swamy Temple,5.784,7.682,1.197,628,54,12.942,77.562
Subramanyanagara,4.989,6.725,1.021,60,9,13.004,77.561
Subramanyapura KEB,5.206,6.96,1.04,111,18,12.898,77.546
Subramanyapura Police Station,5.097,6.85,1.047,135,20,12.901,77.544
Subramanyapura Post Office,5.054,6.672,1.048,136,21,12.899,77.544
Sujatha Talkies,6.211,8.07,1.287,941,66,12.983,77.562
Sulibele,5.115,6.75,1.04,133,8,13.187,77.803
Sulibele KEB,5.245,6.892,1.068,236,9,13.186,77.8
Sulikere,5.105,6.842,1.041,145,5,12.939,77.448
Sulikere Cross,5.407,7.145,1.064,221,9,12.935,77.447
Sulikunte,5.935,8.022,1.174,537,55,12.892,77.729
Sultan palya,5.23,6.94,1.063,207,15,13.027,77.604
Sultanpalya Cross Pushpanjali Talkies,5.839,7.91,1.192,652,34,13.022,77.602
Summanahalli,8.009,10.522,1.603,1788,226,12.988,77.52
Sun Valley Public School Thimmsandra,5.185,6.652,1.058,186,15,13.129,77.774
Sundara Nagara,5.063,6.693,1.032,77,21,13.071,77.423
Sunkadakatte,7.039,9.582,1.406,1175,166,12.99,77.502
Super Talkies (Cottonpet Hospital),5.332,7.14,1.075,207,35,12.968,77.57
Surabhi Layout,5.701,7.67,1.134,416,42,12.867,77.582
Suradenapura Gate,5.325,7.05,1.09,257,39,13.204,77.559
Suragajakkanahalli,5.098,6.855,1.038,125,9,12.74,77.669
Surya Nagara,5.618,7.338,1.151,472,45,12.791,77.706
Suryacity Gate,5.484,7.392,1.119,358,43,12.793,77.706
Swabhiman Park,5.063,6.75,1.02,73,1,12.912,77.642
Swabiman Park,5.001,6.623,1.02,73,1,12.912,77.641
Swami Narayana Gurukula,5.358,7.123,1.085,215,49,12.867,77.437
Swamy Vivekananda Metro Station/Isolation Hospital,6.454,9.05,1.31,802,172,12.985,77.643
Swastik Sheshadripuram College,6.759,9.08,1.375,1115,140,12.988,77.574
Syndicate Bank,5.473,7.32,1.112,367,25,12.947,77.564
Syndicate Bank Layout,5.569,7.335,1.132,459,18,12.998,77.489
Systems Peenya,6.44,8.492,1.326,1056,81,13.035,77.518
T Begur,5.044,6.79,1.02,55,9,13.15,77.34
T Dasarahalli,7.663,10.19,1.496,1416,212,13.043,77.513
T John College,6.211,8.172,1.239,682,102,12.849,77.588
TB Nelamangala,6.023,8.23,1.236,725,77,13.097,77.401
TC Palya,5.136,6.93,1.025,71,11,13.022,77.7
TC Palya  Gate Hosakote Road,6.085,8.242,1.219,599,106,13.017,77.704
TCI,6.365,8.52,1.25,719,104,13.059,77.465
TG Halli Quarters,5.035,6.462,1.025,65,14,12.953,77.336
TISB Boys Hostel,5.136,6.902,1.043,103,27,12.892,77.75
TR Mill,5.083,6.77,1.035,112,9,12.957,77.559
TV Tower,6.519,8.422,1.314,979,95,13.01,77.591
TVS Cross Peenya,6.997,9.305,1.376,1220,93,13.029,77.52
Tata Institute,7.697,10.322,1.596,1793,213,13.014,77.568
Tata Silk Farm,5.159,6.892,1.044,136,13,12.936,77.574
Tavakkal Hospital,5.215,7.08,1.073,186,42,13.106,77.664
Tavarekatte,5.158,6.94,1.032,64,26,12.912,77.383
Tavarekere,5.558,7.28,1.144,403,65,12.966,77.4
Telephone Exchange AGO/VSD,5.749,7.902,1.127,367,52,12.982,77.589
Tennis Court Thindlu,4.959,6.752,1.024,58,16,13.068,77.569
Thabarahalli,5.64,7.565,1.139,404,56,13.189,77.644
Thagachaguppe,5.195,6.912,1.053,131,33,12.96,77.29
Thalagattapura,5.655,7.47,1.156,398,89,12.87,77.537
Thalagattapura Metro Station,5.606,7.26,1.104,268,59,12.871,77.539
Thalaghattapura Metro Station,5.222,7.085,1.042,109,24,12.871,77.538
Thanisandra,5.868,7.892,1.171,496,70,13.056,77.632
Tharabanahalli,5.626,7.38,1.104,260,61,13.19,77.628
Tharabanahalli Choultry,5.247,6.932,1.085,230,43,13.105,77.479
Thattanalli Gate,4.953,6.66,1.022,68,7,12.735,77.731
The Golden Palm Resort Nagarur colony Nelamangala,5.247,7.175,1.03,63,24,13.089,77.446
The HSR Club,5.378,7.232,1.04,146,2,12.909,77.645
Thellahalli Gate,4.927,6.613,1.024,85,2,13.221,77.748
Thigalara Chowdenahalli Cross,5.827,7.705,1.187,571,63,12.882,77.757
Thigalarapalya,5.526,7.172,1.123,422,19,13.017,77.483
Thimmasandra Gate,5.14,6.77,1.059,188,16,13.124,77.773
Thimmayya Garden,5.203,7.092,1.052,174,10,13.018,77.599
Thindlu,5.022,6.902,1.029,65,20,13.234,77.594
Thippasandra,5.345,7.14,1.106,299,47,12.874,77.556
Thippasandra Market,5.143,6.882,1.034,100,14,12.972,77.651
Thippennahalli,4.984,6.74,1.017,56,3,13.037,77.487
Thippennahalli Cross,4.994,6.732,1.02,60,7,13.029,77.484
Thirumala Dhaba,6.539,8.682,1.317,1093,47,13.098,77.563
Thirumala Theatre,4.896,6.4,1.02,73,1,12.919,77.649
Thirumalapura,5.286,6.84,1.088,233,46,13.125,77.484
Thirumalashettyhalli  Cross,5.41,7.43,1.082,160,69,12.986,77.781
Thirumenahalli Cross (KNS College),5.439,7.212,1.121,360,45,13.089,77.635
Thirumenahalli Gate,5.267,7.04,1.05,145,20,13.11,77.745
Thogur Cross,5.121,6.752,1.046,134,19,12.844,77.644
Thonachinakuppe,4.971,6.79,1.02,55,9,13.142,77.348
Thore Nagasandra Cross,5.342,6.84,1.085,230,43,13.112,77.482
Thotagere Basavanna Devastana,5.13,6.89,1.027,64,18,13.138,77.454
Thubarahalli,5.685,7.48,1.212,624,81,12.956,77.721
Thunga Nagara,5.237,6.805,1.051,177,7,12.992,77.485
Thunganagara Cross,5.186,7.03,1.051,177,7,12.986,77.485
Thyagaraja Nagara,5.405,7.26,1.077,251,19,12.932,77.568
Thyagaraja Nagara KEB Quarters,5.333,7.142,1.077,251,19,12.935,77.568
Thyavakanahalli Gate,5.051,6.535,1.038,99,21,12.828,77.786
Tin Factory,9.038,12.05,1.827,2428,322,12.996,77.669
Tirumagondanahalli,5.982,7.932,1.196,633,50,12.794,77.722
Town Hall,10.428,14.235,2.085,3049,487,12.964,77.584
Town Hall 1,5.148,7.04,1.051,172,10,12.964,77.584
Trinity Circle,5.197,6.92,1.071,213,26,12.971,77.62
Trumpet (KIA),6.343,8.37,1.291,1029,32,13.197,77.655
Tumkur Road Junction,5.171,6.943,1.039,83,30,13.098,77.385
Udayapura,5.481,7.31,1.111,287,62,12.813,77.512
Udipalya,5.83,7.842,1.134,348,73,12.82,77.513
Ullala Lake,5.387,6.99,1.086,300,12,12.959,77.479
Ullala Satelite Town,5.52,7.392,1.071,241,13,12.963,77.475
Ullala Satellite Town Cross,5.278,6.98,1.08,271,14,12.962,77.479
Ullalu,5.145,6.863,1.046,163,5,12.956,77.48
Ullalu Village,5.04,6.79,1.026,85,6,12.956,77.48
Univesity Quarters,5.257,6.75,1.054,159,21,12.953,77.5
Upkar Layout Cross,5.383,7.22,1.068,235,9,12.964,77.48
Upparahalli (Kumbalahalli Gate),5.223,6.783,1.06,188,17,13.089,77.781
Uttarahalli,5.362,7.11,1.095,284,35,12.906,77.543
Uttarahalli Bus Stand,5.076,6.76,1.042,119,19,12.905,77.543
Uttarahalli Water Tank,5.215,6.873,1.06,181,21,12.908,77.535
VBHC Apartment Gate,5.372,7.113,1.079,243,25,12.757,77.705
Vaddarapalya,5.026,6.63,1.079,217,38,12.844,77.612
Vaderahalli Cross,4.95,6.522,1.034,78,23,13.099,77.445
Vaiyali Kaval,5.175,7.0,1.063,215,10,12.999,77.578
Vaiyalikaval Police Station,5.222,7.07,1.064,216,11,13.002,77.578
Vajarahalli Metro Station,5.636,7.498,1.16,405,92,12.877,77.545
Vajramuneshwara Gate,5.579,7.453,1.145,370,82,12.865,77.533
Valepura Cross,5.146,6.68,1.022,52,14,12.946,77.767
Valepura Gate,5.025,6.74,1.022,52,14,12.949,77.772
Vannarapet,5.239,7.062,1.052,159,18,12.956,77.621
Varadenahalli Handpost,5.231,6.78,1.022,59,12,12.955,77.312
Varthur Kodi,6.042,8.052,1.199,556,91,12.957,77.745
Varthur kodi,5.373,7.193,1.097,287,36,12.959,77.746
Varthuru,5.525,7.6,1.16,399,96,12.986,77.402
Varthuru Govt College,5.542,7.44,1.142,337,92,12.942,77.747
Varthuru Police Station,5.551,7.512,1.123,292,81,12.938,77.746
Vasantha Nagara,7.154,9.41,1.456,1371,162,12.993,77.595
Vasanthanagara,5.132,6.712,1.045,151,9,12.994,77.595
Vasanthappa Block,5.418,7.382,1.108,346,28,13.026,77.589
Vasanthapura,5.185,6.703,1.044,127,19,12.896,77.552
Vasudev Adigas Hotel,5.25,6.875,1.04,146,2,12.911,77.632
Vasudevapura,5.262,7.14,1.028,63,19,12.798,77.52
Veerabhadra Nagara,5.189,6.873,1.05,147,19,12.938,77.534
Veerabhadranagara,5.386,7.033,1.125,418,24,12.938,77.533
Veeraiah Enclave Arishinakunte,4.873,6.49,1.032,77,21,13.074,77.423
Veeranjaneya Temple,5.363,7.038,1.057,154,28,12.829,77.413
Veerannapalya,6.783,9.19,1.416,1338,108,13.043,77.614
Veerasandra,6.492,8.812,1.327,975,120,12.84,77.677
Velankani Drive,5.195,6.82,1.049,148,17,12.851,77.657
Venkatala,8.203,11.262,1.64,1995,195,13.111,77.605
Venkatapura Gate Lakkondahalli,5.227,6.642,1.059,188,16,13.115,77.774
Venkateshapura,5.732,7.748,1.16,466,64,13.016,77.618
Venkateshwara Layout,5.502,7.292,1.11,375,19,12.993,77.489
Venugopala Nagara,4.993,6.712,1.018,62,3,13.04,77.494
Veterinary Hospital,7.636,10.468,1.554,1567,244,13.03,77.587
Vidhana Soudha Karnataka High Court,6.919,9.052,1.416,1222,161,12.978,77.591
Vidyamanyanagara,5.447,7.23,1.121,417,18,13.005,77.487
Vidyanagara Cross,5.51,7.312,1.08,228,35,13.161,77.627
Vidyanagara Cross Chikkajala,5.37,7.152,1.116,319,55,13.161,77.627
Vidyaniketan Public School,5.308,7.252,1.079,264,16,12.951,77.486
Vidyaranyapura,5.61,7.422,1.125,396,35,13.084,77.56
Vidyaranyapura Bus Station,5.141,6.82,1.081,274,15,13.084,77.561
Vidyaranyapura Post Office,5.852,7.572,1.16,511,43,13.077,77.558
Vidyasagara,5.672,7.54,1.175,503,73,13.046,77.628
Vigneshwara Nagara,5.172,6.922,1.022,53,14,12.993,77.499
Vijaya Bank Bannerughatta,5.694,7.49,1.162,462,70,12.816,77.583
Vijaya Bank Colony Ring Road,6.622,8.78,1.342,1082,96,13.017,77.66
Vijaya College,5.485,7.325,1.12,380,34,12.94,77.58
Vijayanagara,7.372,9.682,1.469,1542,106,12.974,77.538
Vijayanagara Garage,7.219,9.71,1.434,1438,92,12.966,77.536
Vijayanagara Vijaya Bank,5.936,7.67,1.206,679,45,12.974,77.542
Vijayapura Bus Stand Jangamakote,5.254,7.11,1.058,170,23,13.295,77.802
Vijayapura Cross,5.35,7.042,1.064,182,28,13.257,77.717
Vijayapura Toll Gate,4.934,6.453,1.021,59,9,13.292,77.806
Vinayaka Layout Nagarabhavi,5.571,7.402,1.142,441,45,12.961,77.507
Vinayaka Nagara,5.303,7.03,1.04,131,9,13.083,77.543
Vinayaka Nagara Cross,5.14,7.042,1.032,77,20,13.068,77.422
Vinayaka Talkies,6.165,8.3,1.22,668,75,12.963,77.568
Vinayakanagara Ramohalli,5.23,7.14,1.057,128,41,12.903,77.43
Vinayakanagara Varthur,5.202,6.783,1.099,231,66,12.929,77.74
Virupakshapura,5.219,6.855,1.024,58,16,13.064,77.572
Vishal Mart 4th Phase Yelahanka,5.098,6.94,1.028,103,2,13.104,77.577
Vishwa Shanti Ashrama,6.228,8.17,1.236,725,77,13.084,77.417
Vishwanathapura,5.059,7.08,1.023,63,11,13.272,77.649
Vishwapriya Layout Cross,5.278,6.84,1.084,248,33,12.882,77.625
Vittasandra Cross,4.979,6.61,1.046,136,18,12.844,77.635
Vivek Nagara Cross,5.304,7.062,1.036,105,15,12.955,77.621
Vivekananda College,5.025,6.74,1.026,78,10,13.008,77.554
Vivekananda Vidyavardhaka School,5.226,7.05,1.028,66,19,13.14,77.47
Vokkaliga School Kottigepalya,5.413,6.962,1.102,311,34,12.986,77.512
WIMAC Junction,5.382,7.15,1.077,239,24,13.069,77.53
Water Tank,5.02,6.76,1.019,58,6,12.908,77.562
Water Tank Chamarajapet,6.603,8.765,1.356,1006,157,12.96,77.565
Water Tank Kamalanagara,5.479,7.37,1.101,358,10,12.995,77.54
Water Tank Kothanur Dinne,5.355,7.262,1.108,361,21,12.874,77.584
Weavers Colony Nelamangala,5.886,7.93,1.235,723,76,13.094,77.406
West Cross Kumaraswamy Layout,5.176,6.802,1.023,58,13,12.901,77.56
Wheel And Axle Plant,6.17,8.31,1.243,625,137,13.106,77.582
White Field Bus Station (Vydehi Hospital),6.338,8.66,1.257,877,43,12.976,77.727
White Field Post Office,6.063,7.98,1.226,691,75,12.971,77.75
Whitefiled ACP Police Station,5.153,6.832,1.045,122,23,12.975,77.751
Widia Factory,6.245,8.112,1.242,678,109,13.049,77.497
Widia School,6.356,8.42,1.252,724,106,13.051,77.508
Wilson Garden 10th Cross,5.913,7.838,1.179,564,52,12.948,77.598
Wilson Garden 12th Cross,5.555,7.41,1.16,480,58,12.947,77.598
Wilson Garden 14th Main,5.216,6.863,1.023,78,4,12.947,77.601
Wilson Garden Police Station,6.755,9.19,1.378,1181,114,12.951,77.595
Wipro Gate Shikaripalya Cross,5.663,7.352,1.151,460,51,12.839,77.659
Wipro Park Koramangala,5.268,6.982,1.06,198,13,12.929,77.633
YAPB Toll,5.194,6.922,1.064,163,37,13.213,77.554
YAPB Toll (Volvo),5.058,6.62,1.026,94,2,13.213,77.554
YHK Hospital,4.921,6.352,1.026,57,20,12.779,77.637
YMC Nandhidurga Road,5.004,6.712,1.022,70,6,12.996,77.602
YMCA Public School,5.229,6.882,1.034,79,23,12.874,77.448
Yadalam Nagara,5.019,6.695,1.04,111,18,12.896,77.548
Yadamadu Kanakapura Road,5.091,6.792,1.034,110,9,12.735,77.488
Yadavanahalli,5.812,7.732,1.187,616,42,12.785,77.751
Yadiyuru,5.771,7.703,1.149,425,64,12.931,77.576
Yalachaguppe,5.209,6.98,1.028,97,4,12.959,77.421
Yalachenahalli,6.042,7.968,1.244,670,117,12.898,77.572
Yalachenahalli Metro Station,5.595,7.502,1.166,480,69,12.896,77.57
Yalahanka Bakery,5.197,7.03,1.05,170,9,13.103,77.577
Yalahanka Police Station,6.189,8.372,1.218,588,110,13.095,77.594
Yalahanka Satellite Town,7.068,9.562,1.424,1446,71,13.096,77.579
Yale Kodigehalli,4.976,6.73,1.021,68,6,12.977,77.465
Yale Kodigehalli Colony,5.006,6.642,1.021,68,6,12.983,77.468
Yamalur Cross,6.555,8.875,1.277,819,106,12.955,77.688
Yamare,5.847,7.8,1.188,578,61,12.872,77.766
Yanagunte,5.196,6.812,1.039,133,7,13.158,77.791
Yarab Nagara,5.313,7.12,1.051,162,14,12.916,77.569
Yarandahalli,5.252,6.93,1.046,142,15,12.804,77.663
Yarayyanapalya,5.942,7.92,1.185,628,32,13.011,77.673
Yelahanka Old Town,6.921,8.92,1.452,1488,100,13.101,77.594
Yelahanka Santhe Circle,8.678,11.368,1.729,2285,216,13.099,77.597
Yeshawanthapura,5.209,7.14,1.04,136,7,13.019,77.558
Yeshawanthapura Bus Station,9.234,12.342,1.878,2755,260,13.018,77.557
Yeshawanthapura Circle,5.43,7.18,1.085,242,37,13.019,77.558
Yeshawanthapura Market,4.991,6.94,1.033,117,4,13.02,77.556
Yeshawanthapura New Railway Station,5.054,6.635,1.017,54,4,13.023,77.551
Yeshawanthapura Railway Station,5.107,6.882,1.032,114,4,13.022,77.553
Yeshawanthapura Tollgate,6.554,8.848,1.321,995,101,13.018,77.561
